AssignDate,Client_LastName,Client_City,Client_Country,Supplier_Name,Supplier_City,Supplier_Country,Brand,Category,Quantity,Price
2025-07-03,Франко,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,42,101.9
2025-10-24,Голик,Харків,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,19,75.28
2025-06-09,Носаченко,Львів,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,34,102.18
2025-09-07,Баранець,Дніпро,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,27,105.26
2025-09-08,Бездітко,Київ,Україна,EastMarket,Харків,Україна,Fanta,Напої,21,112.87
2025-06-27,Вакуленко,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,29,50.51
2025-07-10,Андрусенко,Харків,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,38,22.98
2025-09-24,Тесля,Київ,Україна,EastMarket,Харків,Україна,Nescafe,Кава,49,15.63
2025-07-18,Хорішко,Дніпро,Україна,EastMarket,Харків,Україна,Milka,Солодощі,48,87.05
2025-10-08,Байда,Львів,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,46,111.21
2025-05-26,Колісниченко,Львів,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,18,15.35
2025-10-21,Безбородьки,Харків,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,19,93.13
2025-09-22,Ребрик,Київ,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,42,116.01
2025-06-05,Шиян,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,22,92.79
2025-10-29,Андрейко,Львів,Україна,FreshTrade,Київ,Україна,Fanta,Напої,25,116.02
2025-11-09,Годунок,Дніпро,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,20,47.56
2025-09-30,Іваненко,Київ,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,38,48.99
2025-10-30,Вітрук,Київ,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,42,83.16
2025-09-18,Харченко,Львів,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,47,68.76
2025-08-22,Ющенко,Дніпро,Україна,EastMarket,Харків,Україна,Milka,Солодощі,31,54.62
2025-07-18,Скоробогатько,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,37,90.98
2025-06-11,Ґерус,Львів,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,27,11.73
2025-09-14,Філіпенко,Київ,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,46,57.83
2025-08-23,Павлик,Дніпро,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,1,101.32
2025-08-17,Негода,Київ,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,19,107.38
2025-07-07,Копитко,Київ,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,12,12.77
2025-10-16,Колодуб,Одеса,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,34,72.99
2025-11-10,Стець,Дніпро,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,34,108.24
2025-06-19,Корбут,Харків,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,19,78.56
2025-08-06,Верменич,Львів,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,16,29.76
2025-08-03,Свириденко,Одеса,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,16,84.53
2025-11-13,Наливайко,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,25,53.59
2025-10-24,Нестеренко,Одеса,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,50,62.4
2025-06-20,Салій,Одеса,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,15,36.28
2025-10-13,Вишняк,Львів,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,5,52.62
2025-06-15,Ващук,Львів,Україна,EastMarket,Харків,Україна,Jacobs,Кава,16,29.26
2025-08-26,Жарко,Дніпро,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,38,39.94
2025-05-24,Тесленко,Львів,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,44,32.7
2025-08-07,Тимчук,Одеса,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,34,49.59
2025-07-20,Рябець,Одеса,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,15,113.88
2025-08-26,Христенко,Київ,Україна,EastMarket,Харків,Україна,Mars,Солодощі,3,40.83
2025-08-09,Гайдабура,Одеса,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,42,39.86
2025-06-19,Лемешко,Харків,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,35,26.65
2025-11-19,Тесля,Харків,Україна,FreshTrade,Київ,Україна,Nescafe,Кава,34,11.42
2025-08-26,Кириленко,Київ,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,10,80.24
2025-07-01,Годунок,Одеса,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,4,71.39
2025-09-23,Тимченко,Одеса,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,4,79.65
2025-09-22,Шинкаренко,Одеса,Україна,FreshTrade,Київ,Україна,Fanta,Напої,40,83.94
2025-06-22,Жук,Київ,Україна,FreshTrade,Київ,Україна,Sprite,Напої,8,98.9
2025-06-27,Щорс,Одеса,Україна,FreshTrade,Київ,Україна,Fanta,Напої,20,60.77
2025-07-20,Супруненко,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,42,62.23
2025-11-08,Власюк,Одеса,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,44,74.04
2025-08-21,Михайличенко,Одеса,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,49,111.37
2025-06-26,Чуйко,Київ,Україна,FreshTrade,Київ,Україна,Coca-Cola,Напої,7,63.09
2025-11-19,Пустовіт,Львів,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,30,40.92
2025-07-12,Копитко,Дніпро,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,27,23.37
2025-09-06,Безбородьки,Дніпро,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,9,51.0
2025-07-02,Базилевський,Львів,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,8,107.23
2025-08-16,Бандера,Київ,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,50,63.08
2025-06-20,Дрозденко,Одеса,Україна,EastMarket,Харків,Україна,Fanta,Напої,15,33.48
2025-09-20,Базилевський,Дніпро,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,43,13.07
2025-07-16,Єфименко,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,8,94.14
2025-06-19,Демиденко,Харків,Україна,EastMarket,Харків,Україна,Sprite,Напої,41,87.43
2025-09-22,Мамчур,Львів,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,42,63.83
2025-11-13,Теліженко,Дніпро,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,35,33.9
2025-09-03,Пилипенко,Львів,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,32,88.1
2025-11-11,Бараник,Київ,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,27,75.51
2025-10-06,Давиденко,Харків,Україна,EastMarket,Харків,Україна,Jacobs,Кава,45,45.1
2025-09-12,Карась,Київ,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,50,28.2
2025-07-08,Захаренко,Харків,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,28,31.75
2025-10-18,Кащенко,Львів,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,9,83.65
2025-08-06,Затула,Львів,Україна,EastMarket,Харків,Україна,Nescafe,Кава,32,119.17
2025-07-10,Гаєвський,Дніпро,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,1,94.09
2025-10-29,Шинкаренко,Київ,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,24,36.38
2025-08-16,Аврамчук,Харків,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,38,46.45
2025-08-23,Василечко,Харків,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,25,101.89
2025-10-22,Христенко,Львів,Україна,GoodSupply,Львів,Україна,Fanta,Напої,40,66.29
2025-09-20,Коваленко,Київ,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,40,74.74
2025-06-02,Рудик,Одеса,Україна,EastMarket,Харків,Україна,Sprite,Напої,31,92.24
2025-08-09,Рубан,Харків,Україна,EastMarket,Харків,Україна,Milka,Солодощі,9,32.68
2025-09-01,Василевич,Львів,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,40,93.22
2025-08-29,Юрчук,Одеса,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,40,86.99
2025-07-12,Зінкевич,Львів,Україна,EastMarket,Харків,Україна,Sprite,Напої,43,104.74
2025-10-11,Іванченко,Львів,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,49,99.87
2025-07-22,Величко,Харків,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,32,11.04
2025-09-17,Демʼяненко,Одеса,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,28,86.47
2025-11-11,Бараник,Одеса,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,39,98.21
2025-06-07,Їжакевич,Львів,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,5,97.03
2025-08-08,Жученко,Дніпро,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,8,27.45
2025-07-14,Чабан,Одеса,Україна,FreshTrade,Київ,Україна,Fanta,Напої,24,13.3
2025-10-18,Деряжний,Харків,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,45,115.38
2025-06-25,Влох,Одеса,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,43,90.51
2025-09-19,Баклан,Одеса,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,43,75.81
2025-08-12,Ващенко,Дніпро,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,16,75.49
2025-07-21,Баранник,Київ,Україна,EastMarket,Харків,Україна,Sprite,Напої,15,88.67
2025-06-02,Москаль,Дніпро,Україна,GoodSupply,Львів,Україна,Fanta,Напої,20,56.57
2025-09-19,Фоменко,Дніпро,Україна,FreshTrade,Київ,Україна,Sprite,Напої,31,75.19
2025-07-27,Дурдинець,Київ,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,10,102.8
2025-07-07,Затовканюк,Дніпро,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,29,11.67
2025-07-19,Мірошниченко,Дніпро,Україна,EastMarket,Харків,Україна,Jacobs,Кава,49,67.26
2025-09-13,Данькевич,Київ,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,15,67.02
2025-06-07,Засядько,Львів,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,14,112.13
2025-09-23,Єрьоменко,Київ,Україна,GoodSupply,Львів,Україна,Sprite,Напої,33,37.51
2025-09-03,Бабич,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,10,90.73
2025-10-24,Адаменко,Львів,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,30,44.98
2025-10-08,Парасюк,Київ,Україна,EastMarket,Харків,Україна,Jacobs,Кава,14,67.84
2025-11-04,Алексюк,Одеса,Україна,EastMarket,Харків,Україна,Jacobs,Кава,37,41.13
2025-08-16,Дубас,Одеса,Україна,EcoFoods,Одеса,Україна,Mars,Солодощі,31,67.26
2025-07-17,Дробаха,Львів,Україна,EastMarket,Харків,Україна,Mars,Солодощі,8,31.66
2025-10-06,Малишко,Київ,Україна,EastMarket,Харків,Україна,Jacobs,Кава,31,82.43
2025-07-06,Макаренко,Одеса,Україна,EastMarket,Харків,Україна,Fanta,Напої,23,23.69
2025-09-08,Гриценко,Одеса,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,23,43.8
2025-11-19,Охримович,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,20,25.57
2025-07-31,Демʼяненко,Харків,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,31,18.04
2025-09-04,Байда,Львів,Україна,GoodSupply,Львів,Україна,Coca-Cola,Напої,42,41.53
2025-09-26,Перепелиця,Харків,Україна,FreshTrade,Київ,Україна,Fanta,Напої,2,11.27
2025-06-21,Нестайко,Дніпро,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,20,38.28
2025-09-13,Заїка,Дніпро,Україна,FreshTrade,Київ,Україна,Fanta,Напої,34,98.81
2025-10-17,Бабʼяк,Одеса,Україна,EastMarket,Харків,Україна,Jacobs,Кава,34,64.89
2025-07-09,Щорс,Львів,Україна,EastMarket,Харків,Україна,Jacobs,Кава,11,44.95
2025-09-29,Макаренко,Дніпро,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,30,116.1
2025-07-25,Пʼятаченко,Харків,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,6,13.57
2025-10-19,Тягнибок,Одеса,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,31,117.07
2025-11-18,Сагаль,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,6,82.35
2025-07-29,Дзиндра,Київ,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,46,52.62
2025-05-28,Павличенко,Дніпро,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,37,17.29
2025-09-22,Оніщук,Дніпро,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,18,20.89
2025-08-12,Девдюк,Харків,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,28,25.68
2025-08-20,Рябовіл,Львів,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,49,86.17
2025-09-03,Валенко,Харків,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,40,67.92
2025-07-12,Вернидуб,Дніпро,Україна,EastMarket,Харків,Україна,Sprite,Напої,34,113.78
2025-11-04,Запорожець,Київ,Україна,EastMarket,Харків,Україна,Milka,Солодощі,44,78.77
2025-08-11,Дерегус,Харків,Україна,GoodSupply,Львів,Україна,Nescafe,Кава,1,44.28
2025-11-02,Коваленко,Харків,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,45,42.15
2025-09-12,Дурдинець,Дніпро,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,47,24.44
2025-05-31,Бабич,Харків,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,1,111.69
2025-05-30,Засуха,Дніпро,Україна,FreshTrade,Київ,Україна,Milka,Солодощі,50,47.66
2025-06-02,Лемешко,Київ,Україна,FreshTrade,Київ,Україна,Fanta,Напої,32,46.98
2025-11-12,Ґоляш,Львів,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,33,16.19
2025-07-26,Деряжний,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,8,99.41
2025-06-29,Гайворонський,Дніпро,Україна,FreshTrade,Київ,Україна,Sprite,Напої,21,17.75
2025-06-30,Ґереґа,Львів,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,8,42.72
2025-06-26,Данчук,Київ,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,50,20.23
2025-08-29,Удовиченко,Одеса,Україна,EastMarket,Харків,Україна,Sprite,Напої,6,21.81
2025-10-28,Євтушок,Дніпро,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,20,98.02
2025-07-11,Сич,Львів,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,30,89.82
2025-10-31,Овсієнко,Київ,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,1,116.58
2025-11-19,Москаль,Харків,Україна,EastMarket,Харків,Україна,Mars,Солодощі,42,28.11
2025-07-02,Ейбоженко,Харків,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,43,73.47
2025-11-18,Ткаченко,Дніпро,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,20,96.28
2025-07-12,Щербань,Київ,Україна,EastMarket,Харків,Україна,Milka,Солодощі,13,12.2
2025-10-28,Гавришкевич,Київ,Україна,FreshTrade,Київ,Україна,Fanta,Напої,26,22.98
2025-11-16,Гайворонський,Дніпро,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,33,35.31
2025-09-07,Абраменко,Дніпро,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,30,32.2
2025-08-31,Ткаченко,Львів,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,28,52.82
2025-08-11,Шевченко,Київ,Україна,EastMarket,Харків,Україна,Jacobs,Кава,20,50.81
2025-11-08,Бездітко,Харків,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,3,34.87
2025-08-11,Вергун,Дніпро,Україна,EcoFoods,Одеса,Україна,Lipton Ice Tea,Напої,47,106.92
2025-06-10,Асаула,Одеса,Україна,GoodSupply,Львів,Україна,Mars,Солодощі,10,22.71
2025-11-19,Рябченко,Харків,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,41,37.12
2025-05-31,Гузенко,Харків,Україна,EcoFoods,Одеса,Україна,Fanta,Напої,2,34.32
2025-07-10,Баштан,Харків,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,37,48.76
2025-10-09,Малик,Київ,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,14,97.67
2025-07-09,Товстоліс,Львів,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,24,90.03
2025-08-20,Закусило,Харків,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,41,51.21
2025-08-21,Лазаренко,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,12,59.9
2025-07-17,Колодуб,Дніпро,Україна,GoodSupply,Львів,Україна,Lipton Ice Tea,Напої,22,68.14
2025-07-21,Чміль,Львів,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,31,109.93
2025-09-11,Давимука,Львів,Україна,EastMarket,Харків,Україна,Sprite,Напої,29,65.62
2025-08-22,Петлюра,Дніпро,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,1,102.53
2025-10-28,Гоголь,Харків,Україна,EastMarket,Харків,Україна,Nescafe,Кава,24,57.04
2025-09-04,Швачко,Дніпро,Україна,EastMarket,Харків,Україна,Jacobs,Кава,30,62.29
2025-10-22,Зайченко,Дніпро,Україна,FreshTrade,Київ,Україна,Fanta,Напої,36,93.37
2025-07-11,Христенко,Львів,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,47,106.55
2025-08-14,Даниленко,Львів,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,23,119.77
2025-07-16,Каденюк,Львів,Україна,GoodSupply,Львів,Україна,Fanta,Напої,37,102.36
2025-09-03,Штепа,Одеса,Україна,EcoFoods,Одеса,Україна,Jacobs,Кава,43,36.97
2025-10-17,Дергач,Київ,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,17,73.46
2025-07-22,Бабак,Дніпро,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,30,54.47
2025-10-10,Величко,Одеса,Україна,FreshTrade,Київ,Україна,Fanta,Напої,47,49.12
2025-08-11,Дергач,Харків,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,3,84.02
2025-08-29,Свириденко,Львів,Україна,GoodSupply,Львів,Україна,Snickers,Солодощі,16,16.92
2025-10-28,Вакуленко,Харків,Україна,EastMarket,Харків,Україна,Mars,Солодощі,37,15.35
2025-11-11,Базилевич,Київ,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,5,15.2
2025-11-16,Гоголь,Харків,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,31,102.26
2025-08-05,Титаренко,Харків,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,9,104.44
2025-08-19,Тичина,Харків,Україна,EastMarket,Харків,Україна,Mars,Солодощі,34,97.1
2025-11-10,Салій,Харків,Україна,EastMarket,Харків,Україна,Mars,Солодощі,44,99.33
2025-07-17,Мамчур,Харків,Україна,EastMarket,Харків,Україна,Snickers,Солодощі,19,37.66
2025-07-31,Конопленко,Харків,Україна,EastMarket,Харків,Україна,Mars,Солодощі,9,71.88
2025-08-05,Чередник,Київ,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,46,55.21
2025-09-21,Дашенко,Дніпро,Україна,EastMarket,Харків,Україна,Nescafe,Кава,31,39.44
2025-10-03,Журавель,Київ,Україна,EastMarket,Харків,Україна,Fanta,Напої,6,52.78
2025-09-30,Цимбал,Київ,Україна,EcoFoods,Одеса,Україна,Milka,Солодощі,2,65.17
2025-07-28,Алексійчук,Дніпро,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,37,113.46
2025-08-12,Гречаник,Дніпро,Україна,FreshTrade,Київ,Україна,Snickers,Солодощі,44,76.6
2025-06-17,Засенко,Київ,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,34,98.85
2025-06-09,Швачко,Одеса,Україна,FreshTrade,Київ,Україна,Fanta,Напої,43,54.37
2025-06-25,Романець,Харків,Україна,FreshTrade,Київ,Україна,Jacobs,Кава,11,58.42
2025-09-24,Худобʼяк,Київ,Україна,GoodSupply,Львів,Україна,Jacobs,Кава,24,51.56
2025-11-09,Верменич,Київ,Україна,GoodSupply,Львів,Україна,Sprite,Напої,47,100.51
2025-10-27,Гайворонський,Київ,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,41,12.78
2025-05-25,Чарниш,Київ,Україна,EcoFoods,Одеса,Україна,Sprite,Напої,24,18.71
2025-06-07,Охріменко,Харків,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,39,71.92
2025-10-01,Єщенко,Одеса,Україна,FreshTrade,Київ,Україна,Mars,Солодощі,2,15.35
2025-05-27,Засенко,Київ,Україна,EcoFoods,Одеса,Україна,Snickers,Солодощі,30,95.51
2025-07-13,Рудик,Дніпро,Україна,GoodSupply,Львів,Україна,Milka,Солодощі,19,45.13
2025-08-23,Панчук,Львів,Україна,EcoFoods,Одеса,Україна,Coca-Cola,Напої,15,106.19
2025-10-23,Барабаш,Дніпро,Україна,EastMarket,Харків,Україна,Lipton Ice Tea,Напої,35,82.7
2025-06-16,Скирда,Одеса,Україна,FreshTrade,Київ,Україна,Lipton Ice Tea,Напої,5,52.93
2025-09-11,Закусило,Одеса,Україна,EastMarket,Харків,Україна,Coca-Cola,Напої,36,108.28
2025-08-16,Хомик,Київ,Україна,EastMarket,Харків,Україна,Nescafe,Кава,6,118.91
2025-07-21,Хмара,Київ,Україна,EastMarket,Харків,Україна,Nescafe,Кава,18,42.84
2025-10-29,Вернигора,Київ,Україна,EcoFoods,Одеса,Україна,Nescafe,Кава,49,43.78
